Sentence,Tags,Dependencies,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb,Verb Lemma,Verb Tag,Relation to Verb,Verb Adverbial Modifier,Verb Negation,Auxillary,Copula Other Tag,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compound Head,Compound Modifiers,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Plurality of Noun,Bareness of Noun,Plurality of Verb,"length of chain, is_head, is_corrupted, absolute location in chain, relative location in chain, distance from previous mention",Parse Error,Origin,A+N,F+N,all+N,O-Den,Allan Test Result,Denumerator,Allan Type,SubType,Magnitude
"However , if the paperwork is submitted to Pete Pierson , your trusted payroll clerk , he/she may enter the information into the payroll database without your approval .","However/however/RB ,/,/, if/if/IN the/the/DT paperwork/paperwork/NN is/be/VBZ submitted/submit/VBN to/to/TO Pete/Pete/NNP Pierson/Pierson/NNP ,/,/, your/you/PRP$ trusted/trust/VBN payroll/payroll/NN clerk/clerk/NN ,/,/, he/she/he/she/NN may/may/MD enter/enter/VB the/the/DT information/information/NN into/into/IN the/the/DT payroll/payroll/NN database/database/NN without/without/IN your/you/PRP$ approval/approval/NN ././. ","ROOT (ROOT-0, enter-19) advmod (enter-19, However-1) punct (enter-19, ,-2) mark (submitted-7, if-3) det (paperwork-5, the-4) nsubjpass (submitted-7, paperwork-5) auxpass (submitted-7, is-6) advcl:if (enter-19, submitted-7) case (Pierson-10, to-8) compound (Pierson-10, Pete-9) nmod:to (submitted-7, Pierson-10) punct (Pierson-10, ,-11) nmod:poss (clerk-15, your-12) amod (clerk-15, trusted-13) compound (clerk-15, payroll-14) appos (Pierson-10, clerk-15) punct (enter-19, ,-16) nsubj (enter-19, he/she-17) aux (enter-19, may-18) det (information-21, the-20) dobj (enter-19, information-21) case (database-25, into-22) det (database-25, the-23) compound (database-25, payroll-24) nmod:into (enter-19, database-25) case (approval-28, without-26) nmod:poss (approval-28, your-27) nmod:without (enter-19, approval-28) punct (enter-19, .-29) ",paperwork,5,"det (paperwork-5, the-4) nsubjpass (submitted-7, paperwork-5) ","However , if the paperwork is submitted to Pete Pierson",NN,[],submitted-7,submit,VBN,passive,[],[],[],,[],[],[],[],['the'],['definite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],if,singular,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,the,non-Denumerator,the,
You have prepared the paperwork and will give it to Payroll Clerk Pete Pierson on your way to the audit committee meeting .,You/you/PRP have/have/VBP prepared/prepare/VBN the/the/DT paperwork/paperwork/NN and/and/CC will/will/MD give/give/VB it/it/PRP to/to/TO Payroll/Payroll/NNP Clerk/Clerk/NNP Pete/Pete/NNP Pierson/Pierson/NNP on/on/IN your/you/PRP$ way/way/NN to/to/TO the/the/DT audit/audit/NN committee/committee/NN meeting/meeting/NN ././. ,"ROOT (ROOT-0, prepared-3) nsubj (prepared-3, You-1) nsubj (give-8, You-1) aux (prepared-3, have-2) det (paperwork-5, the-4) dobj (prepared-3, paperwork-5) cc (prepared-3, and-6) aux (give-8, will-7) conj:and (prepared-3, give-8) dobj (give-8, it-9) case (Pierson-14, to-10) compound (Pierson-14, Payroll-11) compound (Pierson-14, Clerk-12) compound (Pierson-14, Pete-13) nmod:to (give-8, Pierson-14) case (way-17, on-15) nmod:poss (way-17, your-16) nmod:on (Pierson-14, way-17) case (meeting-22, to-18) det (meeting-22, the-19) compound (meeting-22, audit-20) compound (meeting-22, committee-21) nmod:to (give-8, meeting-22) punct (prepared-3, .-23) ",paperwork,5,"det (paperwork-5, the-4) dobj (prepared-3, paperwork-5) ",You have prepared the paperwork and will give it to,NN,[],prepared-3,prepare,VBN,object,[],[],['have'],,[],[],[],[],['the'],['definite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,linked,ambiguous,"[2, True, False, 1, 0.5, 0] ",False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,the,non-Denumerator,the,
"Of course , the complexity and duplicity of billing paperwork are no news to the millions of Americans who have been subject to these mailings .","Of/of/IN course/course/NN ,/,/, the/the/DT complexity/complexity/NN and/and/CC duplicity/duplicity/NN of/of/IN billing/billing/NN paperwork/paperwork/NN are/be/VBP no/no/DT news/news/NN to/to/TO the/the/DT millions/million/NNS of/of/IN Americans/Americans/NNPS who/who/WP have/have/VBP been/be/VBN subject/subject/JJ to/to/TO these/these/DT mailings/mailing/NNS ././. ","ROOT (ROOT-0, news-13) case (course-2, Of-1) nmod:of (news-13, course-2) punct (news-13, ,-3) det (complexity-5, the-4) nsubj (news-13, complexity-5) cc (complexity-5, and-6) conj:and (complexity-5, duplicity-7) nsubj (news-13, duplicity-7) case (paperwork-10, of-8) compound (paperwork-10, billing-9) nmod:of (complexity-5, paperwork-10) cop (news-13, are-11) neg (news-13, no-12) nsubj (subject-22, news-13) case (millions-16, to-14) det (millions-16, the-15) det:qmod (Americans-18, millions-16) mwe (millions-16, of-17) nmod (news-13, Americans-18) ref (news-13, who-19) aux (subject-22, have-20) cop (subject-22, been-21) acl:relcl (news-13, subject-22) case (mailings-25, to-23) det (mailings-25, these-24) nmod:to (subject-22, mailings-25) punct (news-13, .-26) ",paperwork,10,"case (paperwork-10, of-8) compound (paperwork-10, billing-9) nmod:of (complexity-5, paperwork-10) ",complexity and duplicity of billing paperwork are no news to the,NN,[],,,,,[],[],[],,"[('of', 'complexity', 5)]",['of'],[],['complexity'],[],[],[],[],[],[],['billing'],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,,,,
"Fifth , the amount of billing paperwork itself is imposing an enormous economic burden on our society .","Fifth/Fifth/NNP ,/,/, the/the/DT amount/amount/NN of/of/IN billing/billing/NN paperwork/paperwork/NN itself/itself/PRP is/be/VBZ imposing/impose/VBG an/a/DT enormous/enormous/JJ economic/economic/JJ burden/burden/NN on/on/IN our/we/PRP$ society/society/NN ././. ","ROOT (ROOT-0, imposing-10) nsubj (imposing-10, Fifth-1) punct (imposing-10, ,-2) det (amount-4, the-3) dep (imposing-10, amount-4) case (paperwork-7, of-5) compound (paperwork-7, billing-6) nmod:of (amount-4, paperwork-7) nsubj (imposing-10, itself-8) aux (imposing-10, is-9) det (burden-14, an-11) amod (burden-14, enormous-12) amod (burden-14, economic-13) dobj (imposing-10, burden-14) case (society-17, on-15) nmod:poss (society-17, our-16) nmod:on (imposing-10, society-17) punct (imposing-10, .-18) ",paperwork,7,"case (paperwork-7, of-5) compound (paperwork-7, billing-6) nmod:of (amount-4, paperwork-7) ",", the amount of billing paperwork itself is imposing an enormous",NN,[],,,,,[],[],[],,"[('of', 'amount', 4)]",['of'],[],['amount'],[],[],[],[],[],[],['billing'],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,,,,
"In addition to the financial costs of such multiplicative billing , what is the aggregate administrative burden of such paperwork on American families ?","In/in/IN addition/addition/NN to/to/TO the/the/DT financial/financial/JJ costs/cost/NNS of/of/IN such/such/JJ multiplicative/multiplicative/JJ billing/billing/NN ,/,/, what/what/WP is/be/VBZ the/the/DT aggregate/aggregate/NN administrative/administrative/JJ burden/burden/NN of/of/IN such/such/JJ paperwork/paperwork/NN on/on/IN American/american/JJ families/family/NNS ?/?/. ","ROOT (ROOT-0, what-12) case (costs-6, In-1) mwe (In-1, addition-2) mwe (In-1, to-3) det (costs-6, the-4) amod (costs-6, financial-5) dep (what-12, costs-6) case (billing-10, of-7) amod (billing-10, such-8) amod (billing-10, multiplicative-9) nmod:of (costs-6, billing-10) punct (what-12, ,-11) cop (what-12, is-13) det (burden-17, the-14) compound (burden-17, aggregate-15) amod (burden-17, administrative-16) nsubj (what-12, burden-17) case (paperwork-20, of-18) amod (paperwork-20, such-19) nmod:of (burden-17, paperwork-20) case (families-23, on-21) amod (families-23, American-22) nmod:on (paperwork-20, families-23) punct (what-12, ?-24) ",paperwork,20,"case (paperwork-20, of-18) amod (paperwork-20, such-19) nmod:of (burden-17, paperwork-20) nmod:on (paperwork-20, families-23) ",aggregate administrative burden of such paperwork on American families ?,NN,[],,,,,[],[],[],,"[('of', 'burden', 17), ('on', 'families', 23)]","['of', 'on']",['families'],['burden'],[],[],[],[],[],[],[],['such'],[0.091],[0.05533333333333333],[0.14400000000000002],[0.09375],[0.13674999999999998],[0.03],[0.030833333333333334],[0.11],[0.1125],[0.04145833333333334],[0.07095833333333335],[0.07925],[0.004166666666666667],[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,,,,
"Yet , even as one of the fortunate , I and millions with coverage like mine , are subject to great financial and paperwork burdens imposed by our health-care system .","Yet/yet/RB ,/,/, even/even/RB as/as/IN one/one/CD of/of/IN the/the/DT fortunate/fortunate/JJ ,/,/, I/I/PRP and/and/CC millions/million/NNS with/with/IN coverage/coverage/NN like/like/IN mine/mine/NN ,/,/, are/be/VBP subject/subject/JJ to/to/TO great/great/JJ financial/financial/JJ and/and/CC paperwork/paperwork/NN burdens/burden/NNS imposed/impose/VBN by/by/IN our/we/PRP$ health-care/health-care/NN system/system/NN ././. ","ROOT (ROOT-0, subject-19) advmod (subject-19, Yet-1) punct (subject-19, ,-2) advmod (one-5, even-3) case (one-5, as-4) advcl:as (subject-19, one-5) case (fortunate-8, of-6) det (fortunate-8, the-7) nmod:of (one-5, fortunate-8) punct (fortunate-8, ,-9) nmod:of (one-5, I-10) conj:and (fortunate-8, I-10) cc (fortunate-8, and-11) nmod:of (one-5, millions-12) conj:and (fortunate-8, millions-12) case (coverage-14, with-13) nmod:with (millions-12, coverage-14) case (mine-16, like-15) nmod:like (coverage-14, mine-16) punct (subject-19, ,-17) cop (subject-19, are-18) case (financial-22, to-20) amod (financial-22, great-21) nmod:to (subject-19, financial-22) cc (financial-22, and-23) compound (burdens-25, paperwork-24) nmod:to (subject-19, burdens-25) conj:and (financial-22, burdens-25) acl (financial-22, imposed-26) case (system-30, by-27) nmod:poss (system-30, our-28) compound (system-30, health-care-29) nmod:by (imposed-26, system-30) punct (subject-19, .-31) ",paperwork,24,"compound (burdens-25, paperwork-24) ",subject to great financial and paperwork burdens imposed by our health-care,NN,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],['burdens'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,,,,
"Thornton cites the following improvements in his program : the use of field handheld PCs , paperwork reductions , deletion of overhead , and studies of workload production levels .","Thornton/Thornton/NNP cites/cite/VBZ the/the/DT following/follow/VBG improvements/improvement/NNS in/in/IN his/he/PRP$ program/program/NN :/:/: the/the/DT use/use/NN of/of/IN field/field/NN handheld/handheld/JJ PCs/pc/NNS ,/,/, paperwork/paperwork/NN reductions/reduction/NNS ,/,/, deletion/deletion/NN of/of/IN overhead/overhead/NN ,/,/, and/and/CC studies/study/NNS of/of/IN workload/workload/NN production/production/NN levels/level/NNS ././. ","ROOT (ROOT-0, cites-2) nsubj (cites-2, Thornton-1) det (improvements-5, the-3) amod (improvements-5, following-4) dobj (cites-2, improvements-5) case (program-8, in-6) nmod:poss (program-8, his-7) nmod:in (improvements-5, program-8) punct (improvements-5, :-9) det (use-11, the-10) dobj (cites-2, use-11) conj:and (improvements-5, use-11) case (PCs-15, of-12) compound (PCs-15, field-13) amod (PCs-15, handheld-14) nmod:of (use-11, PCs-15) punct (improvements-5, ,-16) compound (reductions-18, paperwork-17) dobj (cites-2, reductions-18) conj:and (improvements-5, reductions-18) punct (reductions-18, ,-19) appos (reductions-18, deletion-20) case (overhead-22, of-21) nmod:of (deletion-20, overhead-22) punct (improvements-5, ,-23) cc (improvements-5, and-24) dobj (cites-2, studies-25) conj:and (improvements-5, studies-25) case (levels-29, of-26) compound (levels-29, workload-27) compound (levels-29, production-28) nmod:of (studies-25, levels-29) punct (cites-2, .-30) ",paperwork,17,"compound (reductions-18, paperwork-17) ","of field handheld PCs , paperwork reductions , deletion of overhead",NN,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],['reductions'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,,,,
"In addition , more paperwork and ongoing regulatory review are necessary to maintain permits , and regulations for land application in California are getting tighter all the time .","In/in/IN addition/addition/NN ,/,/, more/more/JJR paperwork/paperwork/NN and/and/CC ongoing/ongoing/JJ regulatory/regulatory/JJ review/review/NN are/be/VBP necessary/necessary/JJ to/to/TO maintain/maintain/VB permits/permit/NNS ,/,/, and/and/CC regulations/regulation/NNS for/for/IN land/land/NN application/application/NN in/in/IN California/California/NNP are/be/VBP getting/get/VBG tighter/tighter/JJR all/all/PDT the/the/DT time/time/NN ././. ","ROOT (ROOT-0, necessary-11) case (addition-2, In-1) nmod:in (necessary-11, addition-2) punct (necessary-11, ,-3) amod (paperwork-5, more-4) nsubj (necessary-11, paperwork-5) nsubj:xsubj (maintain-13, paperwork-5) cc (paperwork-5, and-6) amod (review-9, ongoing-7) amod (review-9, regulatory-8) conj:and (paperwork-5, review-9) nsubj (necessary-11, review-9) nsubj:xsubj (maintain-13, review-9) cop (necessary-11, are-10) mark (maintain-13, to-12) xcomp (necessary-11, maintain-13) dobj (maintain-13, permits-14) punct (necessary-11, ,-15) cc (necessary-11, and-16) nsubj (getting-24, regulations-17) case (application-20, for-18) compound (application-20, land-19) nmod:for (regulations-17, application-20) case (California-22, in-21) nmod:in (application-20, California-22) aux (getting-24, are-23) conj:and (necessary-11, getting-24) dobj (getting-24, tighter-25) det:predet (time-28, all-26) det (time-28, the-27) nmod:tmod (getting-24, time-28) punct (necessary-11, .-29) ",paperwork,5,"amod (paperwork-5, more-4) nsubj (necessary-11, paperwork-5) nsubj:xsubj (maintain-13, paperwork-5) cc (paperwork-5, and-6) conj:and (paperwork-5, review-9) ","In addition , more paperwork and ongoing regulatory review are",NN,[],are-10,,VBP,CopSubject,[],[],[],JJ,[],[],[],[],[],[],"[('and', 'review', 9)]",['and'],[review-9],[],[],['more'],[0.025],[0.053125],[0.0225],[0.011875],[0.086],[0.0475],[0.12375],[0.235],[0.04875],[0.133125],[0.10337500000000001],[0.09625],[0.01375],[],[],[],[],[],[],[],[],[],[],singular,bare singular,plural,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,,,,
"They may then require a hard copy list of exhibitions entered , the titles of acceptances in each exhibition , and postage for the reply and return of paperwork .","They/they/PRP may/may/MD then/then/RB require/require/VB a/a/DT hard/hard/JJ copy/copy/NN list/list/NN of/of/IN exhibitions/exhibition/NNS entered/enter/VBN ,/,/, the/the/DT titles/title/NNS of/of/IN acceptances/acceptance/NNS in/in/IN each/each/DT exhibition/exhibition/NN ,/,/, and/and/CC postage/postage/NN for/for/IN the/the/DT reply/reply/NN and/and/CC return/return/NN of/of/IN paperwork/paperwork/NN ././. ","ROOT (ROOT-0, require-4) nsubj (require-4, They-1) aux (require-4, may-2) advmod (require-4, then-3) det (list-8, a-5) amod (list-8, hard-6) compound (list-8, copy-7) dobj (require-4, list-8) case (exhibitions-10, of-9) nmod:of (list-8, exhibitions-10) acl (exhibitions-10, entered-11) punct (list-8, ,-12) det (titles-14, the-13) dobj (require-4, titles-14) conj:and (list-8, titles-14) case (acceptances-16, of-15) nmod:of (titles-14, acceptances-16) case (exhibition-19, in-17) det (exhibition-19, each-18) nmod:in (acceptances-16, exhibition-19) punct (list-8, ,-20) cc (list-8, and-21) dobj (require-4, postage-22) conj:and (list-8, postage-22) case (reply-25, for-23) det (reply-25, the-24) nmod:for (postage-22, reply-25) cc (reply-25, and-26) nmod:for (postage-22, return-27) conj:and (reply-25, return-27) case (paperwork-29, of-28) nmod:of (reply-25, paperwork-29) punct (require-4, .-30) ",paperwork,29,"case (paperwork-29, of-28) nmod:of (reply-25, paperwork-29) ",the reply and return of paperwork .,NN,[],,,,,[],[],[],,"[('of', 'reply', 25)]",['of'],[],['reply'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,,,,
"I did much of my paperwork sitting on the ruined staircase of a house closed to tourists , and I walked through storerooms of unimaginable and innumerable treasures .","I/I/PRP did/do/VBD much/much/RB of/of/IN my/my/PRP$ paperwork/paperwork/NN sitting/sit/VBG on/on/IN the/the/DT ruined/ruin/VBN staircase/staircase/NN of/of/IN a/a/DT house/house/NN closed/close/VBD to/to/TO tourists/tourist/NNS ,/,/, and/and/CC I/I/PRP walked/walk/VBD through/through/IN storerooms/storeroom/NNS of/of/IN unimaginable/unimaginable/JJ and/and/CC innumerable/innumerable/JJ treasures/treasure/NNS ././. ","ROOT (ROOT-0, did-2) nsubj (did-2, I-1) nsubj (closed-15, much-3) case (paperwork-6, of-4) nmod:poss (paperwork-6, my-5) nmod:of (much-3, paperwork-6) acl (paperwork-6, sitting-7) case (staircase-11, on-8) det (staircase-11, the-9) amod (staircase-11, ruined-10) nmod:on (sitting-7, staircase-11) case (house-14, of-12) det (house-14, a-13) nmod:of (staircase-11, house-14) ccomp (did-2, closed-15) case (tourists-17, to-16) nmod:to (closed-15, tourists-17) punct (did-2, ,-18) cc (did-2, and-19) nsubj (walked-21, I-20) conj:and (did-2, walked-21) case (storerooms-23, through-22) nmod:through (walked-21, storerooms-23) case (treasures-28, of-24) amod (treasures-28, unimaginable-25) cc (unimaginable-25, and-26) conj:and (unimaginable-25, innumerable-27) amod (treasures-28, innumerable-27) nmod:of (storerooms-23, treasures-28) punct (did-2, .-29) ",paperwork,6,"case (paperwork-6, of-4) nmod:poss (paperwork-6, my-5) nmod:of (much-3, paperwork-6) acl (paperwork-6, sitting-7) ",I did much of my paperwork sitting on the ruined staircase,NN,[],,,,,[],[],[],,"[('of', 'much', 3)]",['of'],[],['much'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,['my'],[],[],['of'],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/done/w_acad_2003.txt_3.csv,0,0,0,0,unknown,,,,
paperwork . '',paperwork/paperwork/NN ././. ''/''/'' ,"ROOT (ROOT-0, paperwork-1) punct (paperwork-1, .-2) punct (paperwork-1, ''-3) ",paperwork,1,"ROOT (ROOT-0, paperwork-1) punct (paperwork-1, .-2) punct (paperwork-1, ''-3) ",paperwork . '',NN,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1998.txt_1.csv,0,0,0,0,unknown,,,,
"I 'm sorry the paperwork took so long , sir , '' Kami said , '' but there were so many charts to fill out .","I/I/PRP 'm/be/VBP sorry/sorry/JJ the/the/DT paperwork/paperwork/NN took/take/VBD so/so/RB long/long/RB ,/,/, sir/sir/NNP ,/,/, ''/''/'' Kami/Kami/NNP said/say/VBD ,/,/, ''/''/'' but/but/CC there/there/EX were/be/VBD so/so/RB many/many/JJ charts/chart/NNS to/to/TO fill/fill/VB out/out/RP ././. ","ROOT (ROOT-0, sorry-3) nsubj (sorry-3, I-1) cop (sorry-3, 'm-2) det (paperwork-5, the-4) nsubj (took-6, paperwork-5) ccomp (sorry-3, took-6) advmod (long-8, so-7) advmod (took-6, long-8) punct (took-6, ,-9) nsubj (said-14, sir-10) punct (said-14, ,-11) punct (said-14, ''-12) nsubj (said-14, Kami-13) ccomp (took-6, said-14) punct (said-14, ,-15) punct (said-14, ''-16) cc (said-14, but-17) expl (were-19, there-18) ccomp (took-6, were-19) conj:but (said-14, were-19) advmod (were-19, so-20) amod (charts-22, many-21) nsubj (were-19, charts-22) mark (fill-24, to-23) acl:to (charts-22, fill-24) compound:prt (fill-24, out-25) punct (sorry-3, .-26) ",paperwork,5,"det (paperwork-5, the-4) nsubj (took-6, paperwork-5) ","I 'm sorry the paperwork took so long , sir",NN,[],took-6,take,VBD,subject,['long'],[],[],,[],[],[],[],['the'],['definite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1998.txt_1.csv,0,0,0,0,unknown,the,non-Denumerator,the,
"I was about to mention that she could have done the paperwork in 1/37 of the time by making use of the copy machine , but I did n't have the heart . ''","I/I/PRP was/be/VBD about/about/IN to/to/TO mention/mention/VB that/that/IN she/she/PRP could/could/MD have/have/VB done/do/VBN the/the/DT paperwork/paperwork/NN in/in/IN 1/37/1/37/CD of/of/IN the/the/DT time/time/NN by/by/IN making/make/VBG use/use/NN of/of/IN the/the/DT copy/copy/NN machine/machine/NN ,/,/, but/but/CC I/I/PRP did/do/VBD n't/not/RB have/have/VB the/the/DT heart/heart/NN ././. ''/''/'' ","ROOT (ROOT-0, about-3) nsubj (about-3, I-1) nsubj:xsubj (mention-5, I-1) aux (about-3, was-2) mark (mention-5, to-4) xcomp (about-3, mention-5) mark (done-10, that-6) nsubj (done-10, she-7) aux (done-10, could-8) aux (done-10, have-9) ccomp (mention-5, done-10) det (paperwork-12, the-11) dobj (done-10, paperwork-12) case (1/37-14, in-13) nmod:in (paperwork-12, 1/37-14) case (time-17, of-15) det (time-17, the-16) nmod:of (paperwork-12, time-17) mark (making-19, by-18) advcl:by (done-10, making-19) dobj (making-19, use-20) case (machine-24, of-21) det (machine-24, the-22) compound (machine-24, copy-23) nmod:of (use-20, machine-24) punct (about-3, ,-25) cc (about-3, but-26) nsubj (have-30, I-27) aux (have-30, did-28) neg (have-30, n't-29) conj:but (about-3, have-30) det (heart-32, the-31) dobj (have-30, heart-32) punct (about-3, .-33) punct (about-3, ''-34) ",paperwork,12,"det (paperwork-12, the-11) dobj (done-10, paperwork-12) nmod:in (paperwork-12, 1/37-14) nmod:of (paperwork-12, time-17) ",she could have done the paperwork in 1/37 of the time,NN,[],done-10,do,VBN,object,[],[],"['could', 'have']",,"[('in', '1/37', 14), ('of', 'time', 17)]","['in', 'of']","['1/37', 'time']",[],['the'],['definite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],could,that,singular,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1998.txt_1.csv,0,0,0,0,unknown,the,non-Denumerator,the,
"Besides , other than some paperwork , what else did he have to do tomorrow ? ''","Besides/besides/IN ,/,/, other/other/JJ than/than/IN some/some/DT paperwork/paperwork/NN ,/,/, what/what/WP else/else/RB did/do/VBD he/he/PRP have/have/VB to/to/TO do/do/VB tomorrow/tomorrow/NN ?/?/. ''/''/'' ","ROOT (ROOT-0, have-12) acl (other-3, Besides-1) punct (other-3, ,-2) dep (have-12, other-3) case (paperwork-6, than-4) det (paperwork-6, some-5) nmod:than (other-3, paperwork-6) dep (else-9, paperwork-6) punct (paperwork-6, ,-7) ref (paperwork-6, what-8) acl:relcl (paperwork-6, else-9) aux (have-12, did-10) nsubj (have-12, he-11) nsubj:xsubj (do-14, he-11) mark (do-14, to-13) xcomp (have-12, do-14) nmod:tmod (do-14, tomorrow-15) punct (have-12, ?-16) punct (have-12, ''-17) ",paperwork,6,"case (paperwork-6, than-4) det (paperwork-6, some-5) nmod:than (other-3, paperwork-6) dep (else-9, paperwork-6) punct (paperwork-6, ,-7) ref (paperwork-6, what-8) acl:relcl (paperwork-6, else-9) ","Besides , other than some paperwork , what else did he",NN,[],,,,,[],[],[],,"[('than', 'other', 3)]",['than'],[],['other'],['some'],['indefinite article'],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['than'],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1998.txt_1.csv,0,0,0,0,unknown,some,non-Denumerator,non quantificational,
He flipped through a pile of paperwork . '',He/he/PRP flipped/flip/VBD through/through/IN a/a/DT pile/pile/NN of/of/IN paperwork/paperwork/NN ././. ''/''/'' ,"ROOT (ROOT-0, flipped-2) nsubj (flipped-2, He-1) case (pile-5, through-3) det (pile-5, a-4) nmod:through (flipped-2, pile-5) case (paperwork-7, of-6) nmod:of (pile-5, paperwork-7) punct (flipped-2, .-8) punct (flipped-2, ''-9) ",paperwork,7,"case (paperwork-7, of-6) nmod:of (pile-5, paperwork-7) ",flipped through a pile of paperwork . '',NN,[],,,,,[],[],[],,"[('of', 'pile', 5)]",['of'],[],['pile'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1998.txt_1.csv,0,0,0,0,unknown,,,,
