Sentence,Tags,Dependencies,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb,Verb Lemma,Verb Tag,Relation to Verb,Verb Adverbial Modifier,Verb Negation,Auxillary,Copula Other Tag,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compound Head,Compound Modifiers,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Plurality of Noun,Bareness of Noun,Plurality of Verb,"length of chain, is_head, is_corrupted, absolute location in chain, relative location in chain, distance from previous mention",Parse Error,Origin,A+N,F+N,all+N,O-Den,Allan Test Result,Denumerator,Allan Type,SubType,Magnitude
"This caused much passing of plates and cutlery back and forth ; without a tray , I could only hold one dish at a time .","This/this/DT caused/cause/VBD much/much/JJ passing/passing/NN of/of/IN plates/plate/NNS and/and/CC cutlery/cutlery/NN back/back/RB and/and/CC forth/forth/RB ;/;/: without/without/IN a/a/DT tray/tray/NN ,/,/, I/I/PRP could/could/MD only/only/RB hold/hold/VB one/one/CD dish/dish/NN at/at/IN a/a/DT time/time/NN ././. ","ROOT (ROOT-0, caused-2) nsubj (caused-2, This-1) amod (passing-4, much-3) dobj (caused-2, passing-4) case (plates-6, of-5) nmod:of (passing-4, plates-6) cc (plates-6, and-7) nmod:of (passing-4, cutlery-8) conj:and (plates-6, cutlery-8) advmod (caused-2, back-9) cc (back-9, and-10) advmod (caused-2, forth-11) conj:and (back-9, forth-11) punct (caused-2, ;-12) case (tray-15, without-13) det (tray-15, a-14) nmod:without (hold-20, tray-15) punct (hold-20, ,-16) nsubj (hold-20, I-17) aux (hold-20, could-18) advmod (hold-20, only-19) parataxis (caused-2, hold-20) nummod (dish-22, one-21) dobj (hold-20, dish-22) case (time-25, at-23) det (time-25, a-24) nmod:at (dish-22, time-25) punct (caused-2, .-26) ",cutlery,8,"nmod:of (passing-4, cutlery-8) conj:and (plates-6, cutlery-8) ",much passing of plates and cutlery back and forth ; without,NN,[],,,,,[],[],[],,"[('of', 'passing', 4)]",['of'],[],['passing'],[],[],"[('and', 'plates', 6)]",['and'],[plates-6],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1999.txt_2.csv,0,0,0,0,unknown,,,,
"Thanks , '' Will said as George handed him the Sheffield cutlery set .","Thanks/thanks/NNS ,/,/, ''/''/'' Will/Will/NNP said/say/VBD as/as/IN George/George/NNP handed/hand/VBD him/he/PRP the/the/DT Sheffield/Sheffield/NNP cutlery/cutlery/NN set/set/NN ././. ","ROOT (ROOT-0, said-5) nsubj (said-5, Thanks-1) punct (said-5, ,-2) punct (said-5, ''-3) nsubj (said-5, Will-4) mark (handed-8, as-6) nsubj (handed-8, George-7) advcl:as (said-5, handed-8) iobj (handed-8, him-9) det (set-13, the-10) compound (set-13, Sheffield-11) compound (set-13, cutlery-12) dobj (handed-8, set-13) punct (said-5, .-14) ",cutlery,12,"compound (set-13, cutlery-12) ",George handed him the Sheffield cutlery set .,NN,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],['set'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1999.txt_2.csv,0,0,0,0,unknown,,,,
"The thick-plied yellow cloth napkins were from home too , and the stainless steel cutlery with the chunky carved-bone handles .","The/the/DT thick-plied/thick-plied/JJ yellow/yellow/JJ cloth/cloth/NN napkins/napkin/NNS were/be/VBD from/from/IN home/home/NN too/too/RB ,/,/, and/and/CC the/the/DT stainless/stainless/JJ steel/steel/NN cutlery/cutlery/NN with/with/IN the/the/DT chunky/chunky/JJ carved-bone/carved-bone/NN handles/handle/VBZ ././. ","ROOT (ROOT-0, home-8) det (napkins-5, The-1) amod (napkins-5, thick-plied-2) amod (napkins-5, yellow-3) compound (napkins-5, cloth-4) nsubj (home-8, napkins-5) cop (home-8, were-6) case (home-8, from-7) advmod (home-8, too-9) punct (home-8, ,-10) cc (home-8, and-11) det (cutlery-15, the-12) amod (cutlery-15, stainless-13) compound (cutlery-15, steel-14) nsubj (handles-20, cutlery-15) case (carved-bone-19, with-16) det (carved-bone-19, the-17) amod (carved-bone-19, chunky-18) nmod:with (cutlery-15, carved-bone-19) conj:and (home-8, handles-20) punct (home-8, .-21) ",cutlery,15,"det (cutlery-15, the-12) amod (cutlery-15, stainless-13) compound (cutlery-15, steel-14) nsubj (handles-20, cutlery-15) nmod:with (cutlery-15, carved-bone-19) ",", and the stainless steel cutlery with the chunky carved-bone handles",NN,[],handles-20,handle,VBZ,subject,[],[],[],,"[('with', 'carved-bone', 19)]",['with'],['carved-bone'],[],['the'],['definite article'],[],[],[],[],['steel'],['stainless'],[0.011666666666666665],[0.024375],[0.028333333333333335],[0.003333333333333333],[0.019166666666666665],[0.0025],[0.035416666666666666],[0.0075],[0.0125],[0.07],[0.7437500000000001],[0.029583333333333336],[0.011875],[],[],[],[],[],[],[],[],[],[],singular,linked,singular,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1997.txt_2.csv,0,0,0,0,unknown,the,non-Denumerator,the,
She jerked away Teresa 's dish with a peal of cutlery .,She/she/PRP jerked/jerk/VBD away/away/RB Teresa/Teresa/NNP 's/'s/POS dish/dish/NN with/with/IN a/a/DT peal/peal/NN of/of/IN cutlery/cutlery/NN ././. ,"ROOT (ROOT-0, jerked-2) nsubj (jerked-2, She-1) compound:prt (jerked-2, away-3) nmod:poss (dish-6, Teresa-4) case (Teresa-4, 's-5) dobj (jerked-2, dish-6) case (peal-9, with-7) det (peal-9, a-8) nmod:with (jerked-2, peal-9) case (cutlery-11, of-10) nmod:of (peal-9, cutlery-11) punct (jerked-2, .-12) ",cutlery,11,"case (cutlery-11, of-10) nmod:of (peal-9, cutlery-11) ",dish with a peal of cutlery .,NN,[],,,,,[],[],[],,"[('of', 'peal', 9)]",['of'],[],['peal'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1996.txt_1.csv,0,0,0,0,unknown,,,,
"His ghosts came to him at night and pulled his sleep out from under him , spilling china and cutlery , upsetting bouquets .","His/he/PRP$ ghosts/ghost/NNS came/come/VBD to/to/TO him/he/PRP at/at/IN night/night/NN and/and/CC pulled/pull/VBD his/he/PRP$ sleep/sleep/NN out/out/IN from/from/IN under/under/IN him/he/PRP ,/,/, spilling/spilling/NN china/china/NN and/and/CC cutlery/cutlery/NN ,/,/, upsetting/upset/VBG bouquets/bouquet/NNS ././. ","ROOT (ROOT-0, came-3) nmod:poss (ghosts-2, His-1) nsubj (came-3, ghosts-2) nsubj (pulled-9, ghosts-2) case (him-5, to-4) nmod:to (came-3, him-5) case (night-7, at-6) nmod:at (came-3, night-7) cc (came-3, and-8) conj:and (came-3, pulled-9) nmod:poss (sleep-11, his-10) dobj (pulled-9, sleep-11) compound:prt (pulled-9, out-12) case (him-15, from-13) case (him-15, under-14) nmod:under (pulled-9, him-15) punct (him-15, ,-16) compound (china-18, spilling-17) nmod:under (pulled-9, china-18) conj:and (him-15, china-18) cc (him-15, and-19) nmod:under (pulled-9, cutlery-20) conj:and (him-15, cutlery-20) punct (pulled-9, ,-21) dep (pulled-9, upsetting-22) dobj (upsetting-22, bouquets-23) punct (came-3, .-24) ",cutlery,20,"nmod:under (pulled-9, cutlery-20) conj:and (him-15, cutlery-20) ","him , spilling china and cutlery , upsetting bouquets .",NN,[],,,,,[],[],[],,"[('under', 'pulled', 9)]",['under'],[],['pulled'],[],[],"[('and', 'him', 15)]",['and'],[him-15],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_1996.txt_1.csv,0,0,0,0,unknown,,,,
"LEWTON 'S KITCHEN - NIGHT - SET OF CUTLERY KNIVES held in a wooden block , sits atop the kitchen counter .","LEWTON/LEWTON/NNP 'S/'s/POS KITCHEN/kitchen/NN -/-/: NIGHT/night/SYM -/-/: SET/SET/NNP OF/of/IN CUTLERY/CUTLERY/NNP KNIVES/KNIVES/NNP held/hold/VBD in/in/IN a/a/DT wooden/wooden/JJ block/block/NN ,/,/, sits/sit/VBZ atop/atop/IN the/the/DT kitchen/kitchen/NN counter/counter/NN ././. ","ROOT (ROOT-0, held-11) nmod:poss (KITCHEN-3, LEWTON-1) case (LEWTON-1, 'S-2) nsubj (held-11, KITCHEN-3) punct (SET-7, --4) dep (SET-7, NIGHT-5) punct (SET-7, --6) dep (KITCHEN-3, SET-7) case (KNIVES-10, OF-8) compound (KNIVES-10, CUTLERY-9) nmod:of (KITCHEN-3, KNIVES-10) case (block-15, in-12) det (block-15, a-13) amod (block-15, wooden-14) nmod:in (held-11, block-15) punct (held-11, ,-16) dep (held-11, sits-17) case (counter-21, atop-18) det (counter-21, the-19) compound (counter-21, kitchen-20) nmod:atop (sits-17, counter-21) punct (held-11, .-22) ",CUTLERY,9,"compound (KNIVES-10, CUTLERY-9) ",- NIGHT - SET OF CUTLERY KNIVES held in a wooden,NNP,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],['KNIVES'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2000.txt_2.csv,0,0,0,0,unknown,,,,
THE COUNTER TOP the cutlery block is knocked off of the counter ... MS .,THE/the/DT COUNTER/counter/NN TOP/top/NN the/the/DT cutlery/cutlery/NN block/block/NN is/be/VBZ knocked/knock/VBN off/off/IN of/of/IN the/the/DT counter/counter/NN .../.../: MS/ms/NN ././. ,"ROOT (ROOT-0, knocked-8) det (TOP-3, THE-1) compound (TOP-3, COUNTER-2) nsubjpass (knocked-8, TOP-3) det (block-6, the-4) compound (block-6, cutlery-5) dep (TOP-3, block-6) auxpass (knocked-8, is-7) compound:prt (knocked-8, off-9) case (counter-12, of-10) det (counter-12, the-11) nmod:of (knocked-8, counter-12) punct (knocked-8, ...-13) dobj (knocked-8, MS-14) punct (knocked-8, .-15) ",cutlery,5,"compound (block-6, cutlery-5) ",THE COUNTER TOP the cutlery block is knocked off of,NN,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],['block'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2000.txt_2.csv,0,0,0,0,unknown,,,,
"- Whatever the reasons , the fact remains that people in North America ( save for Mexico ) to this day use table cutlery differently from other nations .","-/-/: Whatever/whatever/WDT the/the/DT reasons/reason/NNS ,/,/, the/the/DT fact/fact/NN remains/remain/VBZ that/that/IN people/people/NNS in/in/IN North/North/NNP America/America/NNP -LRB-/-lrb-/-LRB- save/save/VB for/for/IN Mexico/Mexico/NNP -RRB-/-rrb-/-RRB- to/to/TO this/this/DT day/day/NN use/use/VB table/table/NN cutlery/cutlery/NN differently/differently/RB from/from/IN other/other/JJ nations/nation/NNS ././. ","ROOT (ROOT-0, remains-8) punct (remains-8, --1) dep (reasons-4, Whatever-2) det (reasons-4, the-3) advcl (remains-8, reasons-4) punct (remains-8, ,-5) det (fact-7, the-6) nsubj (remains-8, fact-7) mark (use-22, that-9) nsubj (use-22, people-10) case (America-13, in-11) compound (America-13, North-12) nmod:in (people-10, America-13) punct (save-15, (-14) dep (America-13, save-15) case (Mexico-17, for-16) nmod:for (save-15, Mexico-17) punct (save-15, )-18) case (day-21, to-19) det (day-21, this-20) nmod:to (America-13, day-21) ccomp (remains-8, use-22) compound (cutlery-24, table-23) dobj (use-22, cutlery-24) advmod (use-22, differently-25) case (nations-28, from-26) amod (nations-28, other-27) nmod:from (use-22, nations-28) punct (remains-8, .-29) ",cutlery,24,"compound (cutlery-24, table-23) dobj (use-22, cutlery-24) ",to this day use table cutlery differently from other nations .,NN,[],use-22,use,VB,object,['differently'],[],[],,[],[],[],[],[],[],[],[],[],[],['table'],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],that,singular,bare singular,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2003.txt_1.csv,0,0,0,0,unknown,,,,
"The acres of white linen , the scarred but still serviceable bedroom suites that Daddy had always called suits , thousands of pieces of cutlery , hundreds of burnished pots from the kitchen , a glittering wealth of glassware .","The/the/DT acres/acre/NNS of/of/IN white/white/JJ linen/linen/NN ,/,/, the/the/DT scarred/scar/VBN but/but/CC still/still/RB serviceable/serviceable/JJ bedroom/bedroom/NN suites/suite/NNS that/that/WDT Daddy/Daddy/NNP had/have/VBD always/always/RB called/call/VBN suits/suit/NNS ,/,/, thousands/thousand/NNS of/of/IN pieces/piece/NNS of/of/IN cutlery/cutlery/NN ,/,/, hundreds/hundred/NNS of/of/IN burnished/burnished/JJ pots/pot/NNS from/from/IN the/the/DT kitchen/kitchen/NN ,/,/, a/a/DT glittering/glittering/NN wealth/wealth/NN of/of/IN glassware/glassware/NN ././. ","ROOT (ROOT-0, acres-2) det (acres-2, The-1) case (linen-5, of-3) amod (linen-5, white-4) nmod:of (acres-2, linen-5) punct (acres-2, ,-6) dep (acres-2, the-7) amod (the-7, scarred-8) cc (the-7, but-9) advmod (suites-13, still-10) amod (suites-13, serviceable-11) compound (suites-13, bedroom-12) dep (acres-2, suites-13) conj:but (the-7, suites-13) dobj (called-18, suites-13) ref (suites-13, that-14) nsubj (called-18, Daddy-15) aux (called-18, had-16) advmod (called-18, always-17) acl:relcl (suites-13, called-18) dobj (called-18, suits-19) punct (acres-2, ,-20) det:qmod (pieces-23, thousands-21) mwe (thousands-21, of-22) appos (acres-2, pieces-23) case (cutlery-25, of-24) nmod:of (pieces-23, cutlery-25) punct (acres-2, ,-26) det:qmod (pots-30, hundreds-27) mwe (hundreds-27, of-28) amod (pots-30, burnished-29) appos (acres-2, pots-30) case (kitchen-33, from-31) det (kitchen-33, the-32) nmod:from (pots-30, kitchen-33) punct (acres-2, ,-34) det (wealth-37, a-35) compound (wealth-37, glittering-36) appos (acres-2, wealth-37) case (glassware-39, of-38) nmod:of (wealth-37, glassware-39) punct (acres-2, .-40) ",cutlery,25,"case (cutlery-25, of-24) nmod:of (pieces-23, cutlery-25) ",", thousands of pieces of cutlery , hundreds of burnished pots",NN,[],,,,,[],[],[],,"[('of', 'pieces', 23)]",['of'],[],['pieces'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2003.txt_1.csv,0,0,0,0,unknown,,,,
"She laid out the ground rules before they even sat down , while the dough-faced waiter was rummaging ' round for a second set of cutlery and the cook was working hastily to distribute one meal across two plates .  ''","She/she/PRP laid/lay/VBD out/out/RP the/the/DT ground/ground/NN rules/rule/NNS before/before/IN they/they/PRP even/even/RB sat/sit/VBD down/down/RB ,/,/, while/while/IN the/the/DT dough-faced/dough-faced/JJ waiter/waiter/NN was/be/VBD rummaging/rummage/VBG '/'/'' round/round/NN for/for/IN a/a/DT second/second/JJ set/set/NN of/of/IN cutlery/cutlery/NN and/and/CC the/the/DT cook/cook/NN was/be/VBD working/work/VBG hastily/hastily/RB to/to/TO distribute/distribute/VB one/one/CD meal/meal/NN across/across/IN two/two/CD plates/plate/NNS ././. ''/''/'' ","ROOT (ROOT-0, laid-2) nsubj (laid-2, She-1) compound:prt (laid-2, out-3) det (rules-6, the-4) compound (rules-6, ground-5) dobj (laid-2, rules-6) mark (sat-10, before-7) nsubj (sat-10, they-8) advmod (sat-10, even-9) advcl:before (laid-2, sat-10) advmod (sat-10, down-11) punct (sat-10, ,-12) mark (rummaging-18, while-13) det (waiter-16, the-14) amod (waiter-16, dough-faced-15) nsubj (rummaging-18, waiter-16) aux (rummaging-18, was-17) advcl:while (sat-10, rummaging-18) punct (rummaging-18, '-19) dobj (rummaging-18, round-20) case (set-24, for-21) det (set-24, a-22) amod (set-24, second-23) nmod:for (rummaging-18, set-24) case (cutlery-26, of-25) nmod:of (set-24, cutlery-26) cc (laid-2, and-27) det (cook-29, the-28) nsubj (working-31, cook-29) nsubj:xsubj (distribute-34, cook-29) cop (working-31, was-30) conj:and (laid-2, working-31) advmod (working-31, hastily-32) mark (distribute-34, to-33) xcomp (working-31, distribute-34) nummod (meal-36, one-35) dobj (distribute-34, meal-36) case (plates-39, across-37) nummod (plates-39, two-38) nmod:across (meal-36, plates-39) punct (laid-2, .-40) punct (laid-2, ''-41) ",cutlery,26,"case (cutlery-26, of-25) nmod:of (set-24, cutlery-26) ",for a second set of cutlery and the cook was working,NN,[],,,,,[],[],[],,"[('of', 'set', 24)]",['of'],[],['set'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['of'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2003.txt_1.csv,0,0,0,0,unknown,,,,
"Think ofthat rectangle , perfect in its proportions , that plastic cutlery tray in your kitchen drawer , with its sharp divisions for forks , knives , spoons .","Think/think/VB ofthat/ofthat/NN rectangle/rectangle/NN ,/,/, perfect/perfect/JJ in/in/IN its/its/PRP$ proportions/proportion/NNS ,/,/, that/that/IN plastic/plastic/NN cutlery/cutlery/NN tray/tray/NN in/in/IN your/you/PRP$ kitchen/kitchen/NN drawer/drawer/NN ,/,/, with/with/IN its/its/PRP$ sharp/sharp/JJ divisions/division/NNS for/for/IN forks/fork/NNS ,/,/, knives/knife/NNS ,/,/, spoons/spoon/NNS ././. ","ROOT (ROOT-0, Think-1) compound (rectangle-3, ofthat-2) dobj (Think-1, rectangle-3) punct (rectangle-3, ,-4) amod (spoons-28, perfect-5) case (proportions-8, in-6) nmod:poss (proportions-8, its-7) nmod:in (perfect-5, proportions-8) punct (tray-13, ,-9) mark (tray-13, that-10) compound (tray-13, plastic-11) compound (tray-13, cutlery-12) dep (perfect-5, tray-13) case (drawer-17, in-14) nmod:poss (drawer-17, your-15) compound (drawer-17, kitchen-16) nmod:in (tray-13, drawer-17) punct (tray-13, ,-18) case (divisions-22, with-19) nmod:poss (divisions-22, its-20) amod (divisions-22, sharp-21) nmod:with (perfect-5, divisions-22) case (forks-24, for-23) nmod:for (divisions-22, forks-24) punct (forks-24, ,-25) appos (forks-24, knives-26) punct (forks-24, ,-27) appos (rectangle-3, spoons-28) punct (Think-1, .-29) ",cutlery,12,"compound (tray-13, cutlery-12) ","its proportions , that plastic cutlery tray in your kitchen drawer",NN,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],['tray'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2005.txt_2.csv,0,0,0,0,unknown,,,,
"Rut later , not so hogged in marriage years , yet smarter , she replaced her things with something useful - a set of plastic cutlery , extra batteries for his alarm clock .","Rut/rut/NN later/later/RB ,/,/, not/not/RB so/so/RB hogged/hog/VBN in/in/IN marriage/marriage/NN years/year/NNS ,/,/, yet/yet/RB smarter/smarter/RBR ,/,/, she/she/PRP replaced/replace/VBD her/she/PRP$ things/thing/NNS with/with/IN something/something/NN useful/useful/JJ -/-/: a/a/DT set/set/NN of/of/IN plastic/plastic/JJ cutlery/cutlery/NN ,/,/, extra/extra/JJ batteries/battery/NNS for/for/IN his/he/PRP$ alarm/alarm/NN clock/clock/NN ././. ","ROOT (ROOT-0, replaced-15) nsubj (replaced-15, Rut-1) advmod (Rut-1, later-2) punct (replaced-15, ,-3) neg (hogged-6, not-4) advmod (hogged-6, so-5) dep (replaced-15, hogged-6) case (years-9, in-7) compound (years-9, marriage-8) nmod:in (hogged-6, years-9) punct (replaced-15, ,-10) advmod (smarter-12, yet-11) advmod (replaced-15, smarter-12) punct (replaced-15, ,-13) nsubj (replaced-15, she-14) nmod:poss (things-17, her-16) dobj (replaced-15, things-17) case (something-19, with-18) nmod:with (replaced-15, something-19) amod (something-19, useful-20) punct (useful-20, --21) det (set-23, a-22) dep (useful-20, set-23) case (cutlery-26, of-24) amod (cutlery-26, plastic-25) nmod:of (set-23, cutlery-26) punct (cutlery-26, ,-27) amod (batteries-29, extra-28) appos (cutlery-26, batteries-29) case (clock-33, for-30) nmod:poss (clock-33, his-31) compound (clock-33, alarm-32) nmod:for (replaced-15, clock-33) punct (replaced-15, .-34) ",cutlery,26,"case (cutlery-26, of-24) amod (cutlery-26, plastic-25) nmod:of (set-23, cutlery-26) punct (cutlery-26, ,-27) appos (cutlery-26, batteries-29) ","- a set of plastic cutlery , extra batteries for his",NN,[],,,,,[],[],[],,"[('of', 'set', 23)]",['of'],[],['set'],[],[],[],[],[],[],[],['plastic'],[0.005],[0.05937500000000001],[0.0],[0.0055000000000000005],[0.02104166666666667],[0.015],[0.056333333333333326],[0.025],[0.01],[0.029625],[0.7275],[0.035],[0.010625],[],[],[],['of'],[],"['modified', 'batteries']",[],['batteries'],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2005.txt_2.csv,0,0,0,0,unknown,,,,
"He also ate sandwiches a similar way , digging out the fillings with cutlery while leaving the bread behind . ''","He/he/PRP also/also/RB ate/eat/VBD sandwiches/sandwich/NNS a/a/DT similar/similar/JJ way/way/NN ,/,/, digging/digging/NN out/out/IN the/the/DT fillings/filling/NNS with/with/IN cutlery/cutlery/NN while/while/IN leaving/leave/VBG the/the/DT bread/bread/NN behind/behind/IN ././. ''/''/'' ","ROOT (ROOT-0, ate-3) nsubj (ate-3, He-1) advmod (ate-3, also-2) dobj (ate-3, sandwiches-4) det (way-7, a-5) amod (way-7, similar-6) dep (sandwiches-4, way-7) punct (sandwiches-4, ,-8) appos (sandwiches-4, digging-9) case (fillings-12, out-10) det (fillings-12, the-11) nmod:out (digging-9, fillings-12) case (cutlery-14, with-13) nmod:with (fillings-12, cutlery-14) mark (leaving-16, while-15) advcl:while (ate-3, leaving-16) det (bread-18, the-17) dobj (leaving-16, bread-18) nmod (leaving-16, behind-19) punct (ate-3, .-20) punct (ate-3, ''-21) ",cutlery,14,"case (cutlery-14, with-13) nmod:with (fillings-12, cutlery-14) ",digging out the fillings with cutlery while leaving the bread behind,NN,[],,,,,[],[],[],,"[('with', 'fillings', 12)]",['with'],[],['fillings'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['with'],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2006.txt_1.csv,0,0,0,0,unknown,,,,
Three long trestle-tables had been set up and laid with cloths and the best cutlery and china .,Three/three/CD long/long/JJ trestle-tables/trestle-table/NNS had/have/VBD been/be/VBN set/set/VBN up/up/RP and/and/CC laid/lay/VBN with/with/IN cloths/cloth/NNS and/and/CC the/the/DT best/best/JJS cutlery/cutlery/NN and/and/CC china/china/NN ././. ,"ROOT (ROOT-0, set-6) nummod (trestle-tables-3, Three-1) amod (trestle-tables-3, long-2) nsubjpass (set-6, trestle-tables-3) nsubjpass (laid-9, trestle-tables-3) aux (set-6, had-4) auxpass (set-6, been-5) compound:prt (set-6, up-7) cc (set-6, and-8) conj:and (set-6, laid-9) case (cloths-11, with-10) nmod:with (laid-9, cloths-11) cc (cloths-11, and-12) det (cutlery-15, the-13) amod (cutlery-15, best-14) nmod:with (laid-9, cutlery-15) conj:and (cloths-11, cutlery-15) cc (cutlery-15, and-16) conj:and (cloths-11, china-17) conj:and (cutlery-15, china-17) punct (set-6, .-18) ",cutlery,15,"det (cutlery-15, the-13) amod (cutlery-15, best-14) nmod:with (laid-9, cutlery-15) conj:and (cloths-11, cutlery-15) cc (cutlery-15, and-16) conj:and (cutlery-15, china-17) ",with cloths and the best cutlery and china .,NN,[],,,,,[],[],[],,"[('with', 'laid', 9)]",['with'],[],['laid'],['the'],['definite article'],"[('and', 'cloths', 11), ('and', 'china', 17)]","['and', 'and']","[cloths-11, china-17]",[],[],['best'],[0.0725],[0.041875],[0.0525],[0.0325],[0.0825],[0.025],[0.08020833333333333],[0.25666666666666665],[0.07041666666666667],[0.08104166666666668],[0.09020833333333332],[0.10375],[0.010833333333333335],[],[],[],[],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2006.txt_1.csv,0,0,0,0,unknown,the,non-Denumerator,the,
"Suddenly , we heard the sound of crashing china and cutlery .","Suddenly/suddenly/RB ,/,/, we/we/PRP heard/hear/VBD the/the/DT sound/sound/NN of/of/IN crashing/crash/VBG china/china/NN and/and/CC cutlery/cutlery/NN ././. ","ROOT (ROOT-0, heard-4) advmod (heard-4, Suddenly-1) punct (heard-4, ,-2) nsubj (heard-4, we-3) det (sound-6, the-5) dobj (heard-4, sound-6) mark (crashing-8, of-7) acl:of (sound-6, crashing-8) dobj (crashing-8, china-9) cc (china-9, and-10) dobj (crashing-8, cutlery-11) conj:and (china-9, cutlery-11) punct (heard-4, .-12) ",cutlery,11,"dobj (crashing-8, cutlery-11) conj:and (china-9, cutlery-11) ",sound of crashing china and cutlery .,NN,[],crashing-8,crash,VBG,object,[],[],[],,[],[],[],[],[],[],"[('and', 'china', 9)]",['and'],[china-9],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],of,singular,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2006.txt_2.csv,0,0,0,0,unknown,,,,
"On the street , we became aware of what had caused the initial noise of crashing china and cutlery .","On/on/IN the/the/DT street/street/NN ,/,/, we/we/PRP became/become/VBD aware/aware/JJ of/of/IN what/what/WP had/have/VBD caused/cause/VBN the/the/DT initial/initial/JJ noise/noise/NN of/of/IN crashing/crash/VBG china/china/NN and/and/CC cutlery/cutlery/NN ././. ","ROOT (ROOT-0, became-6) case (street-3, On-1) det (street-3, the-2) nmod:on (became-6, street-3) punct (became-6, ,-4) nsubj (became-6, we-5) xcomp (became-6, aware-7) mark (caused-11, of-8) nsubj (caused-11, what-9) aux (caused-11, had-10) advcl:of (aware-7, caused-11) det (noise-14, the-12) amod (noise-14, initial-13) dobj (caused-11, noise-14) mark (crashing-16, of-15) acl:of (noise-14, crashing-16) dobj (crashing-16, china-17) cc (china-17, and-18) dobj (crashing-16, cutlery-19) conj:and (china-17, cutlery-19) punct (became-6, .-20) ",cutlery,19,"dobj (crashing-16, cutlery-19) conj:and (china-17, cutlery-19) ",noise of crashing china and cutlery .,NN,[],crashing-16,crash,VBG,object,[],[],[],,[],[],[],[],[],[],"[('and', 'china', 17)]",['and'],[china-17],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],of,singular,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2006.txt_2.csv,0,0,0,0,unknown,,,,
